MMSI,MessageType,Time,Channel,SpeedOverGround,Longitude,Latitude
304010302,1,2014-10-04T16:57:48,A,8.6,-13.96852016,5.281579971
229720000,1,2014-10-04T16:57:48,A,10.3,-17.9997673,16.55960083
538004697,1,2014-10-04T16:57:49,A,19,-17.81967735,14.96281147
373146000,1,2014-10-04T16:57:50,A,11.5,-16.28123283,9.155349731
371485000,1,2014-10-04T16:57:53,A,10.7,-38.32998276,-2.511250019
215049000,1,2014-10-04T16:57:53,A,12.6,-16.15245628,9.072750092
209366000,3,2014-10-04T16:57:56,A,12.5,-9.563733101,4.861366749
356904000,1,2014-10-04T16:57:57,A,15.7,-16.59528542,-3.739464998
229266000,1,2014-10-04T16:57:58,A,12.1,-14.21232033,-3.077688217
357076000,1,2014-10-04T16:57:59,A,16.3,-11.95375156,4.258081436
375488000,1,2014-10-04T16:58:00,A,0,-4.025011539,5.302936554
352978000,1,2014-10-04T16:58:00,A,13,-32.98484802,-0.080446668
477978700,1,2014-10-04T16:58:00,A,12.4,-28.13253403,15.33536148
355284000,1,2014-10-04T16:58:02,A,13.3,-4.633716583,3.695016623
636092270,1,2014-10-04T16:58:02,A,16,-29.63985634,5.167809963
538004062,1,2014-10-04T16:58:02,A,12.5,-13.9099102,6.03278017
271000985,1,2014-10-04T16:58:02,A,11.2,-18.04893303,16.25873375
351345000,1,2014-10-04T16:58:03,A,10.5,-18.06800079,16.16150093
352680000,1,2014-10-04T16:58:03,A,12,-28.46515083,8.493336678
370847000,1,2014-10-04T16:58:03,A,12.8,-23.77952957,5.801485062
636092394,1,2014-10-04T16:58:04,A,12,-14.89879799,8.392461777
209108000,1,2014-10-04T16:58:04,A,4.5,-17.83791161,15.89389133
310648000,1,2014-10-04T16:58:05,A,0,-13.06009007,8.570473671
306216000,1,2014-10-04T16:58:06,A,18.4,-23.81463623,6.22315836
353867000,3,2014-10-04T16:58:06,A,13.8,-15.4237833,8.42994976
373923000,1,2014-10-04T16:58:08,A,9.2,-34.86872482,-5.72468853
565631000,1,2014-10-04T16:58:08,A,8.8,-2.178849936,3.100699902
636092548,1,2014-10-04T16:58:08,A,16,-28.96458626,-0.983283341
477550800,3,2014-10-04T16:58:08,A,10.3,-11.3365202,2.31000495
304043000,1,2014-10-04T16:58:11,A,13,-31.12314034,1.880651712
235088041,1,2014-10-04T16:58:11,A,12.6,-29.46583366,4.771666527
356983000,1,2014-10-04T16:58:12,A,11.3,-27.16558266,19.65286636
373188000,1,2014-10-04T16:58:14,A,11.8,-18.16202736,13.98012543
477902400,3,2014-10-04T16:58:14,A,14.6,-19.55133247,7.84100008
538004810,1,2014-10-04T16:58:15,A,8.9,-8.875570297,1.352679968
372147000,1,2014-10-04T16:58:17,A,12.1,-29.32731628,-2.425833225
311040500,1,2014-10-04T16:58:17,A,11.2,-11.95542336,6.268350124
251173000,1,2014-10-04T16:58:17,A,10.6,-14.06663322,7.542650223
373206000,3,2014-10-04T16:58:19,A,14,-10.61692619,5.391148567
305956000,1,2014-10-04T16:58:20,A,10.6,-16.92609406,10.7835598
235088041,1,2014-10-04T16:58:21,A,12.7,-29.46583366,4.771166801
413983000,1,2014-10-04T16:58:22,A,14.5,-4.857349873,-4.559966564
341959000,3,2014-10-04T16:58:22,A,13.4,-17.6680336,14.19793129
538003539,1,2014-10-04T16:58:23,A,11.3,-9.791399956,-3.279683352
538004810,1,2014-10-04T16:58:25,A,9,-8.875981331,1.352543354
341959000,3,2014-10-04T16:58:26,A,13.4,-17.66801262,14.19768524
351829000,1,2014-10-04T16:58:28,A,13.3,-24.73839951,7.34493494
341959000,1,2014-10-04T16:58:28,A,13.3,-17.66799927,14.19756508
564803000,1,2014-10-04T16:58:29,A,18.1,-17.5987339,19.2536335
273454860,1,2014-10-04T16:58:29,A,11.7,-28.51036072,-0.956854999
538004586,1,2014-10-04T16:58:33,A,8.9,-18.13250351,18.97826576
311989000,1,2014-10-04T16:58:35,A,5.7,-6.409725189,2.341186762
224019630,1,2014-10-04T16:58:36,A,6.7,-18.22451973,14.91129303
240463000,3,2014-10-04T16:58:37,A,0,-17.32695007,14.64113331
248323000,1,2014-10-04T16:58:37,A,14.1,-10.3114996,1.313666701
209227000,1,2014-10-04T16:58:38,A,0,-13.05994511,8.570219994
636013224,1,2014-10-04T16:58:39,A,10.2,-5.190768242,-0.557404995
304479000,1,2014-10-04T16:58:43,A,13.8,-18.00155067,11.84794998
215555000,1,2014-10-04T16:58:45,A,13.3,-39.30825424,-2.432553291
373206000,1,2014-10-04T16:58:45,A,14,-10.61833286,5.392000198
477001300,1,2014-10-04T16:58:46,A,12.8,-31.48279381,-5.384456635
372951000,1,2014-10-04T16:58:47,A,14.4,-39.14519882,-2.271058321
212758000,1,2014-10-04T16:58:48,A,12.6,-19.0956459,7.07733345
371322000,1,2014-10-04T16:58:48,A,0,-13.47500038,8.512833595
354505000,1,2014-10-04T16:58:49,A,18.8,-37.12256622,-3.489470005
255805593,1,2014-10-04T16:58:51,A,14.8,-42.83736801,2.868599892
224308000,3,2014-10-04T16:58:52,A,1.3,-23.32375908,-1.067128301
477001300,1,2014-10-04T16:58:55,A,12.9,-31.48266029,-5.383933544
563809000,3,2014-10-04T16:58:56,A,0.1,-38.81150818,-3.535510063
477611000,1,2014-10-04T16:58:57,A,13.1,-23.11083412,-16.73669243
224279000,1,2014-10-04T16:58:58,A,0.1,-17.52733803,13.58757496
373146000,1,2014-10-04T16:58:59,A,11.6,-16.28370094,9.158432961
319819000,1,2014-10-04T16:58:59,A,15.2,-33.62295914,7.247600079
215208000,1,2014-10-04T16:58:59,A,8.6,-6.125299931,-3.222100019
357076000,1,2014-10-04T16:58:59,A,16.3,-11.95767498,4.260493279
636015935,1,2014-10-04T16:59:00,A,14.1,-33.64067841,-5.526460171
235088041,1,2014-10-04T16:59:01,A,12.7,-29.46649933,4.76883316
239380000,1,2014-10-04T16:59:01,A,11.3,-36.7470665,-1.144816637
240634000,1,2014-10-04T16:59:01,A,9.6,-14.78086662,-7.382900238
538004062,1,2014-10-04T16:59:02,A,12.5,-13.91274834,6.034836769
355817000,1,2014-10-04T16:59:03,A,15.4,-29.5326767,-4.845664978
636092519,1,2014-10-04T16:59:07,A,15.8,-30.49889946,-3.120183229
235101305,1,2014-10-04T16:59:07,A,14.4,-34.46186829,-1.560600042
373206000,3,2014-10-04T16:59:07,A,13.9,-10.61962128,5.392718315
373146000,1,2014-10-04T16:59:09,A,11.6,-16.28396606,9.158782959
241086000,1,2014-10-04T16:59:09,A,9.1,-17.83203316,11.46199989
538002262,1,2014-10-04T16:59:09,A,12.9,-21.83372498,11.83007622
209227000,1,2014-10-04T16:59:09,A,0,-13.05994701,8.570219994
636015410,1,2014-10-04T16:59:10,A,12.8,-34.87825394,-5.216738224
371508000,1,2014-10-04T16:59:12,A,0,-36.37181854,-4.874800205
477902400,3,2014-10-04T16:59:15,A,14.9,-19.54750061,7.83949995
636013308,1,2014-10-04T16:59:17,A,16.4,-16.68556595,9.734566689
636092519,1,2014-10-04T16:59:19,A,15.8,-30.49923325,-3.121016741
351275000,1,2014-10-04T16:59:19,A,10.3,-35.6480751,-12.06571293
636092270,1,2014-10-04T16:59:19,A,16,-29.63777351,5.173258305
341759000,1,2014-10-04T16:59:19,A,12.9,-3.483643293,3.569588423
538003667,1,2014-10-04T16:59:20,A,12.9,-12.05676651,3.526866674
240634000,1,2014-10-04T16:59:20,A,9.6,-14.78008366,-7.382433414
356904000,1,2014-10-04T16:59:26,A,15.8,-16.60030365,-3.743695021
205644000,1,2014-10-04T16:59:26,A,7.1,-16.12205124,9.299320221
477114500,1,2014-10-04T16:59:28,A,10.6,-33.87686539,-11.11538315
229202000,1,2014-10-04T16:59:29,A,11.9,-16.70261002,9.201836586
256376000,1,2014-10-04T16:59:29,A,13.1,-7.161398411,-2.772044897
710010220,1,2014-10-04T16:59:30,A,0,-35.2226944,-5.788621902
477746200,1,2014-10-04T16:59:31,A,12.6,-14.21383381,2.941166639
636013956,3,2014-10-04T16:59:32,A,12.7,-29.05444908,5.532249928
352375000,1,2014-10-04T16:59:33,A,16.5,-34.63698578,-6.340321541
215555000,1,2014-10-04T16:59:33,A,13.3,-39.31095886,-2.431153297
477001300,1,2014-10-04T16:59:35,A,12.8,-31.48207283,-5.381565094
538004236,1,2014-10-04T16:59:35,A,12.1,-23.74881172,-7.973605156
370261000,1,2014-10-04T16:59:37,A,11.3,-31.37618256,-2.617866755
372147000,1,2014-10-04T16:59:38,A,12.2,-29.32603264,-2.421000004
538002950,1,2014-10-04T16:59:40,A,11.8,-38.55928421,-20.0199337
636013956,1,2014-10-04T16:59:42,A,12.6,-29.05463409,5.531700134
271000985,1,2014-10-04T16:59:42,A,11.2,-18.04848289,16.26411629
220563000,1,2014-10-04T16:59:45,A,12.1,-11.56271648,4.993066788
304170000,1,2014-10-04T16:59:46,A,13,-23.83709717,12.71184158
413012000,1,2014-10-04T16:59:47,A,13.2,-26.23718262,17.24233246
311665000,1,2014-10-04T16:59:47,A,15.3,-28.71477318,-1.037654996
636013073,1,2014-10-04T16:59:48,A,18.6,-9.924340248,5.144203186
351829000,1,2014-10-04T16:59:48,A,13.3,-24.73641205,7.349461555
311058400,1,2014-10-04T16:59:49,A,14.3,-26.51108742,11.29849529
235088041,1,2014-10-04T16:59:51,A,12.5,-29.46733284,4.765833378
224308000,3,2014-10-04T16:59:58,A,1.2,-23.32389832,-1.066830039
258981000,1,2014-10-04T16:59:59,A,19.2,-11.3821497,2.85618329
304479000,1,2014-10-04T17:00:02,A,14.1,-18.00173378,11.84280014
224308000,1,2014-10-04T17:00:06,A,1.4,-23.32392502,-1.066798329
209366000,3,2014-10-04T17:00:06,A,12.3,-9.557200432,4.857749939
244925000,1,2014-10-04T17:00:07,A,10,-21.27541924,-7.878568172
209227000,1,2014-10-04T17:00:08,A,0,-13.05994034,8.570231438
209669000,3,2014-10-04T17:00:11,A,0.4,-13.42446041,8.454277992
228032600,1,2014-10-04T17:00:12,A,1.4,-3.731290102,3.669401646
373320000,1,2014-10-04T17:00:13,A,10.8,-34.90691376,-8.377893448
565042000,1,2014-10-04T17:00:16,A,10.6,-6.246500015,-2.058666706
538004514,1,2014-10-04T17:00:18,A,13.2,-33.98928452,-0.977699995
538004912,1,2014-10-04T17:00:18,A,16.1,-11.49858665,-1.085564971
240957000,1,2014-10-04T17:00:18,A,10.1,-18.08793259,18.1263504
567036000,1,2014-10-04T17:00:21,A,12.7,-23.75108337,3.591233253
212909000,1,2014-10-04T17:00:21,A,13.3,-25.33566666,-15.30746651
304043000,1,2014-10-04T17:00:24,A,12.9,-31.12575722,1.873108387
373603000,1,2014-10-04T17:00:24,A,13.4,-32.46411514,-8.43241787
538004912,1,2014-10-04T17:00:24,A,16,-11.49887657,-1.085223317
373320000,1,2014-10-04T17:00:24,A,10.9,-34.90637207,-8.378036499
258981000,1,2014-10-04T17:00:24,A,19.2,-11.38093376,2.854533434
215555000,1,2014-10-04T17:00:24,A,13.2,-39.31367493,-2.429723263
636092548,1,2014-10-04T17:00:32,A,16,-28.9601326,-0.973451674
241086000,1,2014-10-04T17:00:38,A,9.2,-17.83011627,11.45856667
477229500,1,2014-10-04T17:00:41,A,11.8,-22.95344925,-12.16045856
636016353,1,2014-10-04T17:00:46,A,12.3,-10.61920357,2.533265114
224132670,1,2014-10-04T17:00:50,A,7.4,-24.02025414,-6.794324875
573941930,1,2014-10-04T17:00:50,A,10.4,-19.57456017,-3.934528351
235088041,1,2014-10-04T17:00:51,A,12.7,-29.46816635,4.762499809
312864000,1,2014-10-04T17:00:55,A,12.1,-19.83230591,-4.754813194
225459000,1,2014-10-04T17:00:56,A,0,-4.020726681,5.30101347
311579000,1,2014-10-04T17:01:01,A,12.8,-6.921166897,2.234999895
304479000,1,2014-10-04T17:01:01,A,14.1,-18.00180054,11.8388834
225459000,1,2014-10-04T17:01:06,A,0,-4.020728111,5.301011562
477864000,1,2014-10-04T17:01:15,A,14.6,-34.1721077,-5.85687685
538004475,1,2014-10-04T17:01:15,A,12.4,-11.89182663,-1.56927669
373206000,1,2014-10-04T17:01:20,A,14,-10.62705708,5.397278309
538003924,1,2014-10-04T17:01:26,A,12.2,-16.59246635,-30.1833992
224308000,3,2014-10-04T17:01:28,A,0.8,-23.32411957,-1.066503286
353508000,1,2014-10-04T17:01:32,A,10.6,-18.29244041,-17.22760773
566628000,1,2014-10-04T17:01:32,A,10.9,-16.3575325,10.25743675
304479000,1,2014-10-04T17:01:32,A,14.3,-18.00180054,11.83678341
538004912,1,2014-10-04T17:01:36,A,16.1,-11.50229359,-1.081043363
477657600,3,2014-10-04T17:01:39,A,0.9,-34.86706161,-8.050466537
372926000,1,2014-10-04T17:01:46,A,14.7,-19.43243408,-12.36858368
636015410,1,2014-10-04T17:01:49,A,12.8,-34.88054657,-5.207513332
567036000,1,2014-10-04T17:01:50,A,12.6,-23.74831581,3.595616579
573941930,1,2014-10-04T17:01:50,A,10.4,-19.5773201,-3.935376644
538004062,1,2014-10-04T17:01:51,A,12.5,-13.92078686,6.04066658
353508000,1,2014-10-04T17:01:52,A,10.6,-18.29328918,-17.2270565
477657600,3,2014-10-04T17:01:52,A,0.9,-34.86705017,-8.050515175
538004630,1,2014-10-04T17:01:54,A,10.8,-35.10033417,-14.26074791
258929000,1,2014-10-04T17:01:56,A,15.4,-12.15839958,-18.04100037
355817000,1,2014-10-04T17:01:56,A,15.3,-29.52248001,-4.852781773
710008730,3,2014-10-04T17:02:00,A,0.6,-36.93347931,-10.98197174
210842000,1,2014-10-04T17:02:01,A,12,-33.30579376,-33.26306152
239698000,1,2014-10-04T17:02:04,A,52.3,-29.9481163,-22.99236679
538004549,1,2014-10-04T17:02:06,A,12,-27.30601311,-16.34482574
367035000,1,2014-10-04T17:02:08,A,1.1,-36.92053986,-10.86236477
309369000,1,2014-10-04T17:02:09,A,15.9,-34.61288452,-9.27670002
636016353,1,2014-10-04T17:02:16,A,12.3,-10.62430286,2.532943249
224308000,3,2014-10-04T17:02:21,A,1,-23.32424927,-1.066305041
309369000,1,2014-10-04T17:02:26,A,15.9,-34.61338425,-9.277950287
239698000,1,2014-10-04T17:02:28,A,10.3,-29.94561577,-22.99541664
229532000,1,2014-10-04T17:02:30,A,12.6,-31.5518074,-22.87976265
224132670,1,2014-10-04T17:02:31,A,7.4,-24.01939392,-6.790973186
636013612,1,2014-10-04T17:02:31,A,10.2,-37.7124939,-19.10876656
636015085,1,2014-10-04T17:02:39,A,9.3,-23.23025131,-27.31796455
538003941,1,2014-10-04T17:02:42,A,8.6,-30.02869987,-3.239116669
538004844,1,2014-10-04T17:02:43,A,11,-37.19652557,-15.11929798
477341000,1,2014-10-04T17:02:48,A,11.5,-19.2446003,-25.76153374
239884000,1,2014-10-04T17:02:50,A,13.4,-40.35531616,-21.60914993
636016038,1,2014-10-04T17:02:55,A,16.4,-25.91916656,-27.89716911
355742000,1,2014-10-04T17:03:05,A,13.1,-36.06285477,-16.19869995
636016038,1,2014-10-04T17:03:07,A,16.5,-25.91821671,-27.89752769
566902000,1,2014-10-04T17:03:08,A,12.3,-35.93070602,-15.69728851
258889000,3,2014-10-04T17:03:12,A,1.7,-37.02749252,-11.10699368
636015304,1,2014-10-04T17:03:13,A,13,-38.03884506,-18.83608246
477628400,1,2014-10-04T17:03:17,A,17,-37.46625519,-17.03933907
636015957,1,2014-10-04T17:03:17,A,15.8,-35.51605225,-10.42535305
309022000,1,2014-10-04T17:03:21,A,10.4,-32.69893265,-19.967062
538004188,1,2014-10-04T17:03:22,A,11.5,-34.34251785,-12.97025013
235093797,1,2014-10-04T17:03:23,A,10.8,-31.75499916,-25.72883415
354794000,1,2014-10-04T17:03:26,A,13.1,-39.89023209,-22.9945507
367352690,3,2014-10-04T17:03:26,A,4.8,-40.84318161,-22.94020081
367309010,1,2014-10-04T17:03:28,A,0.1,-39.99466705,-22.64850044
233795000,1,2014-10-04T17:03:28,A,0.2,-40.42448807,-22.43983078
566858000,1,2014-10-04T17:03:28,A,15.8,-30.50746727,-25.60985565
538005229,1,2014-10-04T17:03:29,A,5.2,-40.2927475,-22.54781914
477379000,1,2014-10-04T17:03:31,A,10.5,-23.11516762,-28.95966721
636091423,1,2014-10-04T17:03:35,A,3.7,-40.01689148,-22.24927521
240278000,1,2014-10-04T17:03:37,A,13.4,-35.03516769,-9.062600136
566458000,1,2014-10-04T17:03:40,A,1.7,-39.88966751,-22.12700081
241206000,1,2014-10-04T17:03:40,A,8.6,-40.492939,-25.03401375
372070000,1,2014-10-04T17:03:43,A,9.6,-36.88811493,-15.91621685
636014462,1,2014-10-04T17:03:46,A,11.1,-33.40563202,-10.78108311
209174000,1,2014-10-04T17:03:50,A,0.2,-40.06790161,-22.43631744
477925900,1,2014-10-04T17:03:51,A,0,-38.47932053,-12.78732681
477177300,1,2014-10-04T17:04:00,A,11,-37.25321579,-17.04933357
353508000,1,2014-10-04T17:04:01,A,10.6,-18.29883766,-17.22348595
304288000,1,2014-10-04T17:04:02,A,13.5,-38.95199966,-20.58883286
235093797,1,2014-10-04T17:04:03,A,10.8,-31.75716591,-25.72833252
370368000,1,2014-10-04T17:04:06,A,15.8,-39.91920853,-20.80418205
477611000,1,2014-10-04T17:04:06,A,13.1,-23.12756538,-16.74670029
636092562,1,2014-10-04T17:04:08,A,15.2,-34.86627197,-16.13220024
710008410,1,2014-10-04T17:04:09,A,1.2,-36.26504517,-10.97541809
477311200,1,2014-10-04T17:04:14,A,10.2,-18.44894409,-25.9081974
212744000,1,2014-10-04T17:04:14,A,11.5,-38.77361298,-20.17543221
636011812,1,2014-10-04T17:04:16,A,0.4,-40.11116791,-22.49480057
538005546,1,2014-10-04T17:04:20,A,17.4,-36.72656631,-17.91230583
241325000,1,2014-10-04T17:04:23,A,12.3,-26.85703278,-12.07806683
477994800,1,2014-10-04T17:04:33,A,11.4,-30.07335091,-10.09298325
477994800,1,2014-10-04T17:04:34,A,11.4,-30.07335091,-10.09298325
477897700,1,2014-10-04T17:04:34,A,10.4,-34.40320969,-8.335876465
305222000,1,2014-10-04T17:04:38,A,11.3,-30.00891685,-24.57626724
258798000,1,2014-10-04T17:04:45,A,16.8,-37.47058105,-3.300615072
351811000,1,2014-10-04T17:04:45,A,12.1,-32.14680099,-5.171514988
357244000,1,2014-10-04T17:04:48,A,11.1,-26.16402626,-27.87717247
239698000,1,2014-10-04T17:04:49,A,10.3,-29.93856621,-22.99729919
212282000,1,2014-10-04T17:04:52,A,10.4,-22.6119175,-28.2089138
357096000,1,2014-10-04T17:04:55,A,16.5,-25.42104149,-30.06818008
371537000,1,2014-10-04T17:04:55,A,11.2,-36.69504929,-16.99166679
311073600,1,2014-10-04T17:04:55,A,12,-14.37791348,-9.308373451
353884000,1,2014-10-04T17:04:56,A,11.4,-37.65463638,-17.68873787
477177300,1,2014-10-04T17:04:59,A,11.1,-37.25308228,-17.05241585
710006710,1,2014-10-04T17:05:01,A,0,-40.31254959,-20.32013321
357538000,1,2014-10-04T17:05:02,A,3.5,-40.24456787,-20.30163765
239282000,1,2014-10-04T17:05:02,A,12.7,-37.65826797,-25.83953285
636092562,1,2014-10-04T17:05:02,A,15,-34.86787415,-16.13566589
258889000,1,2014-10-04T17:05:02,A,1.6,-37.02722549,-11.10761833
357096000,1,2014-10-04T17:05:06,A,16.4,-25.42192268,-30.0680809
538005814,1,2014-10-04T17:05:06,A,8.5,-33.33995438,-24.10554504
224140000,1,2014-10-04T17:05:06,A,8.4,-43.32402802,-27.96484947
566405000,1,2014-10-04T17:05:07,A,15.9,-25.50113297,-27.9771595
477341000,1,2014-10-04T17:05:09,A,11.5,-19.25248337,-25.75928307
239698000,1,2014-10-04T17:05:09,A,10.3,-29.93758392,-22.99758339
